texas tech,nevada,1
texas tech,creighton,1
texas tech,kansas st,1
texas tech,texas,1
texas tech,loyola (il),0
texas tech,davidson,1
texas tech,buffalo,1
texas tech,wright st,1
texas tech,georgia st,1
texas tech,maryland-baltimore county,1
texas tech,xavier,1
texas tech,north carolina,1
texas tech,michigan,1
texas tech,gonzaga,0
texas tech,ohio st,1
texas tech,houston,1
texas tech,texas a&m,1
texas tech,missouri,1
texas tech,florida st,0
texas tech,providence,1
texas tech,san diego st,1
texas tech,s dakota st,1
texas tech,nc greensboro,1
texas tech,montana,1
texas tech,lipscomb,1
texas tech,n.c. central,1
texas tech,texas southern,1
wichita st,west virginia,0
wichita st,florida,0
wichita st,arkansas,0
wichita st,virginia tech,0
wichita st,alabama,1
wichita st,butler,0
wichita st,st bonaventure,1
wichita st,ucla,0
wichita st,murray st,1
wichita st,marshall,1
wichita st,sf austin,1
wichita st,cal st. fullerton,1
wichita st,liu brooklyn,1
wichita st,radford,1
wichita st,kansas,0
wichita st,duke,1
wichita st,michigan st,0
wichita st,auburn,0
wichita st,clemson,0
wichita st,tcu,0
wichita st,rhode island,0
wichita st,seton hall,0
wichita st,n.c. state,0
wichita st,oklahoma,0
wichita st,arizona st,1
wichita st,syracuse,1
wichita st,new mexico st,1
wichita st,charleston,1
wichita st,bucknell,1
wichita st,iona,1
wichita st,penn,1
wichita st,virginia,0
wichita st,cincinnati,1
wichita st,tennessee,0
wichita st,arizona,0
wichita st,kentucky,0
wichita st,miami - florida,0
wichita st,nevada,0
wichita st,creighton,0
wichita st,kansas st,0
wichita st,texas,1
wichita st,loyola (il),1
wichita st,davidson,0
wichita st,buffalo,1
wichita st,wright st,1
wichita st,georgia st,1
wichita st,maryland-baltimore county,1
wichita st,xavier,0
wichita st,north carolina,0
wichita st,michigan,0
wichita st,gonzaga,0
wichita st,ohio st,0
wichita st,houston,0
wichita st,texas a&m,1
wichita st,missouri,0
wichita st,florida st,0
wichita st,providence,1
wichita st,san diego st,0
wichita st,s dakota st,1
wichita st,nc greensboro,1
wichita st,montana,1
wichita st,lipscomb,1
wichita st,n.c. central,1
wichita st,texas southern,1
west virginia,florida,0
west virginia,arkansas,1
west virginia,virginia tech,1
west virginia,alabama,0
west virginia,butler,1
west virginia,st bonaventure,1
west virginia,ucla,1
west virginia,murray st,1
west virginia,marshall,1
west virginia,sf austin,0
west virginia,cal st. fullerton,1
west virginia,liu brooklyn,1
west virginia,radford,1
west virginia,kansas,0
west virginia,duke,0
west virginia,michigan st,0
west virginia,auburn,1
west virginia,clemson,1
west virginia,tcu,1
west virginia,rhode island,1
west virginia,seton hall,1
west virginia,n.c. state,1
west virginia,oklahoma,1
west virginia,arizona st,1
west virginia,syracuse,1
west virginia,new mexico st,0
west virginia,charleston,1
west virginia,bucknell,1
west virginia,iona,1
west virginia,penn,0
west virginia,virginia,1
west virginia,cincinnati,1
west virginia,tennessee,1
west virginia,arizona,1
west virginia,kentucky,1
west virginia,miami - florida,1
west virginia,nevada,1
west virginia,creighton,1
west virginia,kansas st,1
west virginia,texas,1
west virginia,loyola (il),1
west virginia,davidson,1
west virginia,buffalo,1
west virginia,wright st,1
west virginia,georgia st,1
west virginia,maryland-baltimore county,1
west virginia,xavier,0
west virginia,north carolina,0
west virginia,michigan,1
west virginia,gonzaga,1
west virginia,ohio st,1
west virginia,houston,1
west virginia,texas a&m,0
west virginia,missouri,1
west virginia,florida st,1
west virginia,providence,1
west virginia,san diego st,1
west virginia,s dakota st,1
west virginia,nc greensboro,1
west virginia,montana,1
west virginia,lipscomb,1
west virginia,n.c. central,1
west virginia,texas southern,1
florida,arkansas,1
florida,virginia tech,1
florida,alabama,0
florida,butler,1
florida,st bonaventure,1
florida,ucla,0
florida,murray st,1
florida,marshall,1
florida,sf austin,1
florida,cal st. fullerton,1
florida,liu brooklyn,1
florida,radford,1
florida,kansas,0
florida,duke,0
florida,michigan st,0
florida,auburn,1
florida,clemson,0
florida,tcu,0
florida,rhode island,0
florida,seton hall,1
florida,n.c. state,0
florida,oklahoma,1
florida,arizona st,1
florida,syracuse,1
florida,new mexico st,0
florida,charleston,1
florida,bucknell,1
florida,iona,1
florida,penn,1
florida,virginia,0
florida,cincinnati,1
florida,tennessee,0
florida,arizona,0
florida,kentucky,1
florida,miami - florida,1
florida,nevada,0
florida,creighton,1
florida,kansas st,1
florida,texas,1
florida,loyola (il),0
florida,davidson,1
florida,buffalo,1
florida,wright st,1
florida,georgia st,1
florida,maryland-baltimore county,1
florida,xavier,0
florida,north carolina,0
florida,michigan,0
florida,gonzaga,0
florida,ohio st,1
florida,houston,1
florida,texas a&m,1
florida,missouri,1
florida,florida st,1
florida,providence,1
florida,san diego st,0
florida,s dakota st,1
florida,nc greensboro,1
florida,montana,1
florida,lipscomb,1
florida,n.c. central,1
florida,texas southern,1
arkansas,virginia tech,0
arkansas,alabama,1
arkansas,butler,0
arkansas,st bonaventure,1
arkansas,ucla,0
arkansas,murray st,1
arkansas,marshall,1
arkansas,sf austin,0
arkansas,cal st. fullerton,1
arkansas,liu brooklyn,1
arkansas,radford,1
arkansas,kansas,0
arkansas,duke,1
arkansas,michigan st,0
arkansas,auburn,0
arkansas,clemson,0
arkansas,tcu,1
arkansas,rhode island,1
arkansas,seton hall,0
arkansas,n.c. state,1
arkansas,oklahoma,1
arkansas,arizona st,0
arkansas,syracuse,1
arkansas,new mexico st,1
arkansas,charleston,1
arkansas,bucknell,1
arkansas,iona,0
arkansas,penn,0
arkansas,virginia,0
arkansas,cincinnati,1
arkansas,tennessee,0
arkansas,arizona,1
arkansas,kentucky,0
arkansas,miami - florida,0
arkansas,nevada,0
arkansas,creighton,0
arkansas,kansas st,0
arkansas,texas,1
arkansas,loyola (il),1
arkansas,davidson,0
arkansas,buffalo,1
arkansas,wright st,1
arkansas,georgia st,1
arkansas,maryland-baltimore county,1
arkansas,xavier,1
arkansas,north carolina,0
arkansas,michigan,0
arkansas,gonzaga,1
arkansas,ohio st,0
arkansas,houston,0
arkansas,texas a&m,1
arkansas,missouri,0
arkansas,florida st,1
arkansas,providence,1
arkansas,san diego st,1
arkansas,s dakota st,0
arkansas,nc greensboro,1
arkansas,montana,1
arkansas,lipscomb,1
arkansas,n.c. central,1
arkansas,texas southern,1
virginia tech,alabama,0
virginia tech,butler,1
virginia tech,st bonaventure,1
virginia tech,ucla,1
virginia tech,murray st,1
virginia tech,marshall,1
virginia tech,sf austin,1
virginia tech,cal st. fullerton,1
virginia tech,liu brooklyn,1
virginia tech,radford,1
virginia tech,kansas,0
virginia tech,duke,0
virginia tech,michigan st,0
virginia tech,auburn,0
virginia tech,clemson,1
virginia tech,tcu,1
virginia tech,rhode island,0
virginia tech,seton hall,0
virginia tech,n.c. state,1
virginia tech,oklahoma,1
virginia tech,arizona st,1
virginia tech,syracuse,0
virginia tech,new mexico st,1
virginia tech,charleston,1
virginia tech,bucknell,1
virginia tech,iona,1
virginia tech,penn,1
virginia tech,virginia,0
virginia tech,cincinnati,0
virginia tech,tennessee,1
virginia tech,arizona,0
virginia tech,kentucky,0
virginia tech,miami - florida,0
virginia tech,nevada,1
virginia tech,creighton,1
virginia tech,kansas st,0
virginia tech,texas,0
virginia tech,loyola (il),0
virginia tech,davidson,1
virginia tech,buffalo,1
virginia tech,wright st,1
virginia tech,georgia st,1
virginia tech,maryland-baltimore county,1
virginia tech,xavier,0
virginia tech,north carolina,0
virginia tech,michigan,0
virginia tech,gonzaga,0
virginia tech,ohio st,0
virginia tech,houston,0
virginia tech,texas a&m,0
virginia tech,missouri,1
virginia tech,florida st,0
virginia tech,providence,1
virginia tech,san diego st,0
virginia tech,s dakota st,1
virginia tech,nc greensboro,0
virginia tech,montana,1
virginia tech,lipscomb,1
virginia tech,n.c. central,1
virginia tech,texas southern,1
alabama,butler,1
alabama,st bonaventure,1
alabama,ucla,0
alabama,murray st,0
alabama,marshall,1
alabama,sf austin,1
alabama,cal st. fullerton,1
alabama,liu brooklyn,1
alabama,radford,1
alabama,kansas,0
alabama,duke,0
alabama,michigan st,0
alabama,auburn,1
alabama,clemson,1
alabama,tcu,0
alabama,rhode island,1
alabama,seton hall,0
alabama,n.c. state,0
alabama,oklahoma,1
alabama,arizona st,0
alabama,syracuse,1
alabama,new mexico st,0
alabama,charleston,0
alabama,bucknell,1
alabama,iona,1
alabama,penn,1
alabama,virginia,0
alabama,cincinnati,0
alabama,tennessee,0
alabama,arizona,0
alabama,kentucky,0
alabama,miami - florida,0
alabama,nevada,0
alabama,creighton,0
alabama,kansas st,0
alabama,texas,0
alabama,loyola (il),1
alabama,davidson,0
alabama,buffalo,1
alabama,wright st,1
alabama,georgia st,0
alabama,maryland-baltimore county,1
alabama,xavier,0
alabama,north carolina,0
alabama,michigan,0
alabama,gonzaga,0
alabama,ohio st,0
alabama,houston,0
alabama,texas a&m,0
alabama,missouri,0
alabama,florida st,0
alabama,providence,0
alabama,san diego st,1
alabama,s dakota st,1
alabama,nc greensboro,1
alabama,montana,1
alabama,lipscomb,1
alabama,n.c. central,1
alabama,texas southern,1
butler,st bonaventure,1
butler,ucla,1
butler,murray st,1
butler,marshall,1
butler,sf austin,1
butler,cal st. fullerton,1
butler,liu brooklyn,1
butler,radford,1
butler,kansas,0
butler,duke,0
butler,michigan st,0
butler,auburn,0
butler,clemson,1
butler,tcu,1
butler,rhode island,0
butler,seton hall,0
butler,n.c. state,1
butler,oklahoma,1
butler,arizona st,1
butler,syracuse,0
butler,new mexico st,0
butler,charleston,1
butler,bucknell,1
butler,iona,1
butler,penn,1
butler,virginia,0
butler,cincinnati,1
butler,tennessee,1
butler,arizona,0
butler,kentucky,0
butler,miami - florida,0
butler,nevada,1
butler,creighton,0
butler,kansas st,0
butler,texas,0
butler,loyola (il),0
butler,davidson,1
butler,buffalo,1
butler,wright st,1
butler,georgia st,1
butler,maryland-baltimore county,1
butler,xavier,0
butler,north carolina,0
butler,michigan,0
butler,gonzaga,0
butler,ohio st,1
butler,houston,1
butler,texas a&m,0
butler,missouri,1
butler,florida st,0
butler,providence,1
butler,san diego st,0
butler,s dakota st,1
butler,nc greensboro,1
butler,montana,1
butler,lipscomb,1
butler,n.c. central,1
butler,texas southern,1
st bonaventure,ucla,0
st bonaventure,murray st,0
st bonaventure,marshall,1
st bonaventure,sf austin,1
st bonaventure,cal st. fullerton,1
st bonaventure,liu brooklyn,1
st bonaventure,radford,1
st bonaventure,kansas,0
st bonaventure,duke,0
st bonaventure,michigan st,0
st bonaventure,auburn,0
st bonaventure,clemson,0
st bonaventure,tcu,0
st bonaventure,rhode island,0
st bonaventure,seton hall,0
st bonaventure,n.c. state,0
st bonaventure,oklahoma,0
st bonaventure,arizona st,0
st bonaventure,syracuse,0
st bonaventure,new mexico st,1
st bonaventure,charleston,1
st bonaventure,bucknell,0
st bonaventure,iona,1
st bonaventure,penn,1
st bonaventure,virginia,0
st bonaventure,cincinnati,0
st bonaventure,tennessee,0
st bonaventure,arizona,0
st bonaventure,kentucky,0
st bonaventure,miami - florida,0
st bonaventure,nevada,0
st bonaventure,creighton,0
st bonaventure,kansas st,0
st bonaventure,texas,0
st bonaventure,loyola (il),0
st bonaventure,davidson,0
st bonaventure,buffalo,1
st bonaventure,wright st,1
st bonaventure,georgia st,0
st bonaventure,maryland-baltimore county,1
st bonaventure,xavier,0
st bonaventure,north carolina,0
st bonaventure,michigan,0
st bonaventure,gonzaga,0
st bonaventure,ohio st,1
st bonaventure,houston,0
st bonaventure,texas a&m,0
st bonaventure,missouri,0
st bonaventure,florida st,0
st bonaventure,providence,0
st bonaventure,san diego st,0
st bonaventure,s dakota st,1
st bonaventure,nc greensboro,0
st bonaventure,montana,0
st bonaventure,lipscomb,1
st bonaventure,n.c. central,1
st bonaventure,texas southern,1
ucla,murray st,1
ucla,marshall,0
ucla,sf austin,0
ucla,cal st. fullerton,1
ucla,liu brooklyn,1
ucla,radford,1
ucla,kansas,1
ucla,duke,1
ucla,michigan st,1
ucla,auburn,0
ucla,clemson,0
ucla,tcu,1
ucla,rhode island,0
ucla,seton hall,0
ucla,n.c. state,1
ucla,oklahoma,1
ucla,arizona st,0
ucla,syracuse,1
ucla,new mexico st,1
ucla,charleston,1
ucla,bucknell,1
ucla,iona,1
ucla,penn,0
ucla,virginia,0
ucla,cincinnati,0
ucla,tennessee,0
ucla,arizona,1
ucla,kentucky,1
ucla,miami - florida,0
ucla,nevada,1
ucla,creighton,0
ucla,kansas st,1
ucla,texas,0
ucla,loyola (il),1
ucla,davidson,0
ucla,buffalo,0
ucla,wright st,1
ucla,georgia st,1
ucla,maryland-baltimore county,1
ucla,xavier,0
ucla,north carolina,0
ucla,michigan,0
ucla,gonzaga,1
ucla,ohio st,1
ucla,houston,1
ucla,texas a&m,1
ucla,missouri,0
ucla,florida st,1
ucla,providence,0
ucla,san diego st,1
ucla,s dakota st,0
ucla,nc greensboro,1
ucla,montana,1
ucla,lipscomb,1
ucla,n.c. central,1
ucla,texas southern,1
murray st,marshall,1
murray st,sf austin,1
murray st,cal st. fullerton,1
murray st,liu brooklyn,1
murray st,radford,1
murray st,kansas,0
murray st,duke,0
murray st,michigan st,0
murray st,auburn,0
murray st,clemson,1
murray st,tcu,0
murray st,rhode island,0
murray st,seton hall,0
murray st,n.c. state,0
murray st,oklahoma,0
murray st,arizona st,0
murray st,syracuse,1
murray st,new mexico st,1
murray st,charleston,1
murray st,bucknell,1
murray st,iona,1
murray st,penn,0
murray st,virginia,0
murray st,cincinnati,0
murray st,tennessee,0
murray st,arizona,0
murray st,kentucky,0
murray st,miami - florida,1
murray st,nevada,0
murray st,creighton,0
murray st,kansas st,0
murray st,texas,0
murray st,loyola (il),0
murray st,davidson,0
murray st,buffalo,1
murray st,wright st,1
murray st,georgia st,0
murray st,maryland-baltimore county,1
murray st,xavier,1
murray st,north carolina,1
murray st,michigan,0
murray st,gonzaga,0
murray st,ohio st,0
murray st,houston,0
murray st,texas a&m,1
murray st,missouri,1
murray st,florida st,0
murray st,providence,1
murray st,san diego st,0
murray st,s dakota st,1
murray st,nc greensboro,0
murray st,montana,0
murray st,lipscomb,1
murray st,n.c. central,1
murray st,texas southern,1
marshall,sf austin,1
marshall,cal st. fullerton,0
marshall,liu brooklyn,1
marshall,radford,0
marshall,kansas,0
marshall,duke,0
marshall,michigan st,0
marshall,auburn,0
marshall,clemson,0
marshall,tcu,0
marshall,rhode island,0
marshall,seton hall,0
marshall,n.c. state,0
marshall,oklahoma,0
marshall,arizona st,0
marshall,syracuse,0
marshall,new mexico st,0
marshall,charleston,1
marshall,bucknell,1
marshall,iona,0
marshall,penn,0
marshall,virginia,0
marshall,cincinnati,0
marshall,tennessee,0
marshall,arizona,0
marshall,kentucky,0
marshall,miami - florida,0
marshall,nevada,0
marshall,creighton,0
marshall,kansas st,0
marshall,texas,0
marshall,loyola (il),0
marshall,davidson,0
marshall,buffalo,0
marshall,wright st,1
marshall,georgia st,0
marshall,maryland-baltimore county,1
marshall,xavier,0
marshall,north carolina,0
marshall,michigan,0
marshall,gonzaga,0
marshall,ohio st,0
marshall,houston,0
marshall,texas a&m,1
marshall,missouri,0
marshall,florida st,0
marshall,providence,0
marshall,san diego st,0
marshall,s dakota st,1
marshall,nc greensboro,0
marshall,montana,0
marshall,lipscomb,0
marshall,n.c. central,1
marshall,texas southern,1
sf austin,cal st. fullerton,1
sf austin,liu brooklyn,1
sf austin,radford,1
sf austin,kansas,0
sf austin,duke,0
sf austin,michigan st,0
sf austin,auburn,0
sf austin,clemson,0
sf austin,tcu,0
sf austin,rhode island,1
sf austin,seton hall,0
sf austin,n.c. state,1
sf austin,oklahoma,0
sf austin,arizona st,1
sf austin,syracuse,1
sf austin,new mexico st,0
sf austin,charleston,0
sf austin,bucknell,1
sf austin,iona,1
sf austin,penn,1
sf austin,virginia,0
sf austin,cincinnati,0
sf austin,tennessee,0
sf austin,arizona,0
sf austin,kentucky,0
sf austin,miami - florida,0
sf austin,nevada,0
sf austin,creighton,0
sf austin,kansas st,0
sf austin,texas,0
sf austin,loyola (il),0
sf austin,davidson,1
sf austin,buffalo,1
sf austin,wright st,0
sf austin,georgia st,1
sf austin,maryland-baltimore county,1
sf austin,xavier,0
sf austin,north carolina,0
sf austin,michigan,0
sf austin,gonzaga,0
sf austin,ohio st,0
sf austin,houston,0
sf austin,texas a&m,0
sf austin,missouri,0
sf austin,florida st,0
sf austin,providence,0
sf austin,san diego st,0
sf austin,s dakota st,1
sf austin,nc greensboro,1
sf austin,montana,0
sf austin,lipscomb,1
sf austin,n.c. central,1
sf austin,texas southern,1
cal st. fullerton,liu brooklyn,0
cal st. fullerton,radford,1
cal st. fullerton,kansas,0
cal st. fullerton,duke,0
cal st. fullerton,michigan st,0
cal st. fullerton,auburn,0
cal st. fullerton,clemson,0
cal st. fullerton,tcu,0
cal st. fullerton,rhode island,0
cal st. fullerton,seton hall,0
cal st. fullerton,n.c. state,0
cal st. fullerton,oklahoma,0
cal st. fullerton,arizona st,0
cal st. fullerton,syracuse,0
cal st. fullerton,new mexico st,0
cal st. fullerton,charleston,0
cal st. fullerton,bucknell,1
cal st. fullerton,iona,1
cal st. fullerton,penn,0
cal st. fullerton,virginia,0
cal st. fullerton,cincinnati,0
cal st. fullerton,tennessee,0
cal st. fullerton,arizona,0
cal st. fullerton,kentucky,0
cal st. fullerton,miami - florida,0
cal st. fullerton,nevada,0
cal st. fullerton,creighton,0
cal st. fullerton,kansas st,0
cal st. fullerton,texas,0
cal st. fullerton,loyola (il),0
cal st. fullerton,davidson,0
cal st. fullerton,buffalo,0
cal st. fullerton,wright st,1
cal st. fullerton,georgia st,1
cal st. fullerton,maryland-baltimore county,0
cal st. fullerton,xavier,0
cal st. fullerton,north carolina,0
cal st. fullerton,michigan,0
cal st. fullerton,gonzaga,0
cal st. fullerton,ohio st,0
cal st. fullerton,houston,0
cal st. fullerton,texas a&m,0
cal st. fullerton,missouri,0
cal st. fullerton,florida st,0
cal st. fullerton,providence,0
cal st. fullerton,san diego st,0
cal st. fullerton,s dakota st,0
cal st. fullerton,nc greensboro,0
cal st. fullerton,montana,0
cal st. fullerton,lipscomb,1
cal st. fullerton,n.c. central,1
cal st. fullerton,texas southern,0
liu brooklyn,radford,1
liu brooklyn,kansas,0
liu brooklyn,duke,0
liu brooklyn,michigan st,0
liu brooklyn,auburn,0
liu brooklyn,clemson,0
liu brooklyn,tcu,0
liu brooklyn,rhode island,0
liu brooklyn,seton hall,0
liu brooklyn,n.c. state,0
liu brooklyn,oklahoma,0
liu brooklyn,arizona st,0
liu brooklyn,syracuse,0
liu brooklyn,new mexico st,0
liu brooklyn,charleston,0
liu brooklyn,bucknell,0
liu brooklyn,iona,0
liu brooklyn,penn,0
liu brooklyn,virginia,0
liu brooklyn,cincinnati,0
liu brooklyn,tennessee,0
liu brooklyn,arizona,0
liu brooklyn,kentucky,0
liu brooklyn,miami - florida,0
liu brooklyn,nevada,0
liu brooklyn,creighton,0
liu brooklyn,kansas st,0
liu brooklyn,texas,0
liu brooklyn,loyola (il),0
liu brooklyn,davidson,0
liu brooklyn,buffalo,0
liu brooklyn,wright st,0
liu brooklyn,georgia st,0
liu brooklyn,maryland-baltimore county,1
liu brooklyn,xavier,0
liu brooklyn,north carolina,0
liu brooklyn,michigan,0
liu brooklyn,gonzaga,0
liu brooklyn,ohio st,0
liu brooklyn,houston,0
liu brooklyn,texas a&m,0
liu brooklyn,missouri,0
liu brooklyn,florida st,0
liu brooklyn,providence,0
liu brooklyn,san diego st,0
liu brooklyn,s dakota st,0
liu brooklyn,nc greensboro,0
liu brooklyn,montana,0
liu brooklyn,lipscomb,1
liu brooklyn,n.c. central,1
liu brooklyn,texas southern,0
radford,kansas,0
radford,duke,0
radford,michigan st,0
radford,auburn,0
radford,clemson,0
radford,tcu,0
radford,rhode island,0
radford,seton hall,0
radford,n.c. state,0
radford,oklahoma,0
radford,arizona st,0
radford,syracuse,0
radford,new mexico st,0
radford,charleston,0
radford,bucknell,0
radford,iona,1
radford,penn,1
radford,virginia,0
radford,cincinnati,0
radford,tennessee,0
radford,arizona,0
radford,kentucky,0
radford,miami - florida,0
radford,nevada,0
radford,creighton,0
radford,kansas st,0
radford,texas,0
radford,loyola (il),0
radford,davidson,0
radford,buffalo,0
radford,wright st,1
radford,georgia st,0
radford,maryland-baltimore county,1
radford,xavier,0
radford,north carolina,0
radford,michigan,0
radford,gonzaga,0
radford,ohio st,0
radford,houston,0
radford,texas a&m,0
radford,missouri,0
radford,florida st,0
radford,providence,1
radford,san diego st,0
radford,s dakota st,0
radford,nc greensboro,0
radford,montana,0
radford,lipscomb,1
radford,n.c. central,1
radford,texas southern,1
kansas,duke,1
kansas,michigan st,1
kansas,auburn,1
kansas,clemson,1
kansas,tcu,1
kansas,rhode island,1
kansas,seton hall,1
kansas,n.c. state,0
kansas,oklahoma,1
kansas,arizona st,0
kansas,syracuse,1
kansas,new mexico st,1
kansas,charleston,1
kansas,bucknell,1
kansas,iona,1
kansas,penn,1
kansas,virginia,0
kansas,cincinnati,1
kansas,tennessee,1
kansas,arizona,1
kansas,kentucky,1
kansas,miami - florida,1
kansas,nevada,1
kansas,creighton,1
kansas,kansas st,1
kansas,texas,1
kansas,loyola (il),1
kansas,davidson,0
kansas,buffalo,1
kansas,wright st,1
kansas,georgia st,1
kansas,maryland-baltimore county,1
kansas,xavier,0
kansas,north carolina,0
kansas,michigan,1
kansas,gonzaga,1
kansas,ohio st,1
kansas,houston,1
kansas,texas a&m,1
kansas,missouri,1
kansas,florida st,0
kansas,providence,0
kansas,san diego st,1
kansas,s dakota st,1
kansas,nc greensboro,1
kansas,montana,1
kansas,lipscomb,1
kansas,n.c. central,1
kansas,texas southern,1
duke,michigan st,1
duke,auburn,0
duke,clemson,1
duke,tcu,1
duke,rhode island,1
duke,seton hall,1
duke,n.c. state,0
duke,oklahoma,1
duke,arizona st,0
duke,syracuse,1
duke,new mexico st,1
duke,charleston,1
duke,bucknell,1
duke,iona,1
duke,penn,1
duke,virginia,0
duke,cincinnati,1
duke,tennessee,1
duke,arizona,1
duke,kentucky,1
duke,miami - florida,1
duke,nevada,1
duke,creighton,1
duke,kansas st,1
duke,texas,1
duke,loyola (il),1
duke,davidson,0
duke,buffalo,1
duke,wright st,1
duke,georgia st,1
duke,maryland-baltimore county,1
duke,xavier,1
duke,north carolina,0
duke,michigan,1
duke,gonzaga,1
duke,ohio st,1
duke,houston,1
duke,texas a&m,1
duke,missouri,1
duke,florida st,1
duke,providence,1
duke,san diego st,1
duke,s dakota st,1
duke,nc greensboro,1
duke,montana,1
duke,lipscomb,1
duke,n.c. central,1
duke,texas southern,1
michigan st,auburn,1
michigan st,clemson,1
michigan st,tcu,1
michigan st,rhode island,1
michigan st,seton hall,1
michigan st,n.c. state,1
michigan st,oklahoma,1
michigan st,arizona st,1
michigan st,syracuse,1
michigan st,new mexico st,1
michigan st,charleston,1
michigan st,bucknell,1
michigan st,iona,1
michigan st,penn,1
michigan st,virginia,0
michigan st,cincinnati,1
michigan st,tennessee,0
michigan st,arizona,1
michigan st,kentucky,1
michigan st,miami - florida,1
michigan st,nevada,1
michigan st,creighton,1
michigan st,kansas st,1
michigan st,texas,1
michigan st,loyola (il),0
michigan st,davidson,1
michigan st,buffalo,0
michigan st,wright st,1
michigan st,georgia st,1
michigan st,maryland-baltimore county,1
michigan st,xavier,1
michigan st,north carolina,1
michigan st,michigan,0
michigan st,gonzaga,0
michigan st,ohio st,1
michigan st,houston,1
michigan st,texas a&m,1
michigan st,missouri,1
michigan st,florida st,1
michigan st,providence,1
michigan st,san diego st,1
michigan st,s dakota st,0
michigan st,nc greensboro,1
michigan st,montana,1
michigan st,lipscomb,1
michigan st,n.c. central,1
michigan st,texas southern,1
auburn,clemson,1
auburn,tcu,1
auburn,rhode island,1
auburn,seton hall,1
auburn,n.c. state,1
auburn,oklahoma,1
auburn,arizona st,1
auburn,syracuse,0
auburn,new mexico st,0
auburn,charleston,1
auburn,bucknell,0
auburn,iona,1
auburn,penn,0
